Source Plate Name,Source Column,Source Row,Destination Plate Name,Destination Column,Destination Row,Transfer Volume
E15L00001471,41,7,1,43,3,5.0
E15L00001468,29,1,1,43,3,5.0
E15L00001507,12,32,1,43,3,5.0
E15L00001481,24,15,1,43,3,5.0
E15L00001502,38,31,1,43,3,5.0
E15L00001486,22,14,1,43,3,5.0
E15L00001475,8,13,1,43,3,5.0
E15L00001508,8,20,1,43,3,5.0
E15L00001510,9,12,1,43,3,5.0
E15L00001475,15,21,1,43,3,5.0
E15L00001487,22,27,1,43,3,5.0
E15L00001471,21,10,1,43,3,5.0
E15L00001474,13,29,1,43,3,5.0
E15L00001464,35,5,1,43,3,5.0
E15L00001469,5,26,1,43,3,5.0
E15L00001473,37,23,1,43,3,5.0
E15L00001471,16,24,1,43,3,5.0
E15L00001508,31,14,1,43,3,5.0
E15L00001482,19,20,1,43,3,5.0
E15L00001468,42,19,1,43,3,5.0
E15L00001473,41,30,1,43,3,5.0
E15L00001510,15,30,1,43,3,5.0
E15L00001484,34,2,1,43,3,5.0
E15L00001498,14,9,1,43,3,5.0
E15L00001494,38,7,1,43,3,5.0
E15L00001466,44,19,1,43,3,5.0
E15L00001497,18,2,1,43,3,5.0
E15L00001507,23,15,1,43,3,5.0
E15L00001491,38,4,1,43,3,5.0
E15L00001476,42,23,1,43,3,5.0
E15L00001501,11,1,1,43,3,5.0
E15L00001486,23,10,1,43,3,5.0
E15L00001479,7,8,1,43,3,5.0
E15L00001465,44,3,1,43,3,5.0
E15L00001504,10,14,1,43,3,5.0
E15L00001492,8,15,1,43,3,5.0
E15L00001486,31,14,1,43,3,5.0
E15L00001506,8,9,1,43,3,5.0
E15L00001466,37,8,1,43,3,5.0
E15L00001466,35,26,1,43,3,5.0
E15L00001491,15,30,1,43,3,5.0
E15L00001483,24,6,1,43,3,5.0
E15L00001503,41,24,1,43,3,5.0
E15L00001484,13,28,1,43,3,5.0
E15L00001504,29,25,1,43,3,5.0
E15L00001465,19,25,1,43,3,5.0
E15L00001507,21,6,1,43,3,5.0
E15L00001492,47,26,1,43,3,5.0
E15L00001492,48,31,1,43,3,5.0
E15L00001499,29,30,1,44,3,5.0
E15L00001491,9,5,1,44,3,5.0
E15L00001498,12,8,1,44,3,5.0
E15L00001487,46,28,1,44,3,5.0
E15L00001495,32,24,1,44,3,5.0
E15L00001496,19,2,1,44,3,5.0
E15L00001490,11,24,1,44,3,5.0
E15L00001469,22,31,1,44,3,5.0
E15L00001480,31,13,1,44,3,5.0
E15L00001487,35,12,1,44,3,5.0
E15L00001490,24,24,1,44,3,5.0
E15L00001501,24,3,1,44,3,5.0
E15L00001483,42,14,1,44,3,5.0
E15L00001496,18,23,1,44,3,5.0
E15L00001489,20,9,1,44,3,5.0
E15L00001487,35,32,1,44,3,5.0
E15L00001488,20,14,1,44,3,5.0
E15L00001483,41,17,1,44,3,5.0
E15L00001496,24,28,1,44,3,5.0
E15L00001479,42,20,1,44,3,5.0
E15L00001483,16,32,1,44,3,5.0
E15L00001489,44,11,1,44,3,5.0
E15L00001494,40,1,1,44,3,5.0
E15L00001492,5,14,1,44,3,5.0
E15L00001476,44,27,1,44,3,5.0
E15L00001499,33,13,1,44,3,5.0
E15L00001479,5,20,1,44,3,5.0
E15L00001474,6,10,1,44,3,5.0
E15L00001464,21,5,1,44,3,5.0
E15L00001500,32,26,1,44,3,5.0
E15L00001482,43,21,1,44,3,5.0
E15L00001510,5,22,1,44,3,5.0
E15L00001502,15,19,1,44,3,5.0
E15L00001480,16,3,1,44,3,5.0
E15L00001501,10,18,1,44,3,5.0
E15L00001491,21,22,1,44,3,5.0
E15L00001485,18,18,1,44,3,5.0
E15L00001510,14,28,1,44,3,5.0
E15L00001472,19,23,1,44,3,5.0
E15L00001493,6,19,1,44,3,5.0
E15L00001498,9,27,1,44,3,5.0
E15L00001490,30,10,1,44,3,5.0
E15L00001489,17,24,1,44,3,5.0
E15L00001490,12,16,1,44,3,5.0
E15L00001489,40,1,1,44,3,5.0
E15L00001487,46,14,1,44,3,5.0
E15L00001480,45,25,1,44,3,5.0
E15L00001501,9,13,1,44,3,5.0
E15L00001476,23,5,1,44,3,5.0
E15L00001477,42,30,1,44,3,5.0
E15L00001500,23,22,1,44,3,5.0
E15L00001472,12,14,1,44,3,5.0
E15L00001478,23,29,1,44,3,5.0
E15L00001477,46,25,1,44,3,5.0
E15L00001486,36,29,1,44,3,5.0
E15L00001508,38,15,1,44,3,5.0
E15L00001497,16,27,1,44,3,5.0
E15L00001476,46,19,1,44,3,5.0
E15L00001467,39,21,1,44,3,5.0
E15L00001488,13,29,1,44,3,5.0
E15L00001500,9,18,1,44,3,5.0
E15L00001480,38,32,1,44,3,5.0
E15L00001479,17,21,1,44,3,5.0
E15L00001474,14,31,1,44,3,5.0
E15L00001472,13,21,1,44,3,5.0
E15L00001480,22,16,1,44,3,5.0
E15L00001472,18,1,1,44,3,5.0
E15L00001480,7,24,1,44,3,5.0
E15L00001489,42,28,1,44,3,5.0
E15L00001467,24,9,1,44,3,5.0
E15L00001479,24,10,1,44,3,5.0
E15L00001497,48,26,1,44,3,5.0
E15L00001506,11,10,1,44,3,5.0
E15L00001468,30,5,1,44,3,5.0
E15L00001509,6,1,1,44,3,5.0
E15L00001478,22,25,1,44,3,5.0
E15L00001494,45,2,1,44,3,5.0
E15L00001484,13,5,1,44,3,5.0
E15L00001508,39,31,1,44,3,5.0
E15L00001500,23,31,1,44,3,5.0
E15L00001468,7,21,1,44,3,5.0
E15L00001464,36,19,1,44,3,5.0
E15L00001496,23,15,1,44,3,5.0
E15L00001476,45,29,1,44,3,5.0
E15L00001507,21,25,1,44,3,5.0
E15L00001508,29,26,1,44,3,5.0
E15L00001486,22,20,1,44,3,5.0
E15L00001475,45,7,1,44,3,5.0
E15L00001465,31,24,1,44,3,5.0
E15L00001494,39,28,1,44,3,5.0
E15L00001480,39,32,1,44,3,5.0
E15L00001500,20,15,1,44,3,5.0
E15L00001481,17,17,1,44,3,5.0
E15L00001468,20,2,1,44,3,5.0
E15L00001507,24,12,1,44,3,5.0
E15L00001505,31,9,1,44,3,5.0
E15L00001500,12,3,1,44,3,5.0
E15L00001466,10,23,1,44,3,5.0
E15L00001500,16,17,1,44,3,5.0
E15L00001481,44,29,1,44,3,5.0
E15L00001509,42,18,1,45,3,5.0
E15L00001496,30,29,1,45,3,5.0
E15L00001499,12,2,1,45,3,5.0
E15L00001488,47,6,1,45,3,5.0
E15L00001499,11,10,1,45,3,5.0
E15L00001499,8,26,1,45,3,5.0
E15L00001498,7,7,1,45,3,5.0
E15L00001469,31,19,1,45,3,5.0
E15L00001510,14,24,1,45,3,5.0
E15L00001495,32,6,1,45,3,5.0
E15L00001492,44,6,1,45,3,5.0
E15L00001502,6,31,1,45,3,5.0
E15L00001492,18,22,1,45,3,5.0
E15L00001499,12,11,1,45,3,5.0
E15L00001464,9,21,1,45,3,5.0
E15L00001471,18,22,1,45,3,5.0
E15L00001498,22,4,1,45,3,5.0
E15L00001496,18,20,1,45,3,5.0
E15L00001477,43,12,1,45,3,5.0
E15L00001487,19,29,1,45,3,5.0
E15L00001466,31,13,1,45,3,5.0
E15L00001469,15,26,1,45,3,5.0
E15L00001502,24,5,1,45,3,5.0
E15L00001500,14,6,1,45,3,5.0
E15L00001491,38,21,1,45,3,5.0
E15L00001500,5,22,1,45,3,5.0
E15L00001479,14,3,1,45,3,5.0
E15L00001474,9,31,1,45,3,5.0
E15L00001467,34,32,1,45,3,5.0
E15L00001501,24,9,1,45,3,5.0
E15L00001484,23,29,1,45,3,5.0
E15L00001468,13,27,1,45,3,5.0
E15L00001510,41,11,1,45,3,5.0
E15L00001492,8,9,1,45,3,5.0
E15L00001474,19,12,1,45,3,5.0
E15L00001475,33,11,1,45,3,5.0
E15L00001491,23,10,1,45,3,5.0
E15L00001468,39,11,1,45,3,5.0
E15L00001473,31,29,1,45,3,5.0
E15L00001494,12,14,1,45,3,5.0
E15L00001487,46,15,1,45,3,5.0
E15L00001494,39,6,1,45,3,5.0
E15L00001498,32,5,1,45,3,5.0
E15L00001469,48,15,1,45,3,5.0
E15L00001490,14,3,1,45,3,5.0
E15L00001495,16,26,1,45,3,5.0
E15L00001502,36,25,1,45,3,5.0
E15L00001507,40,22,1,45,3,5.0
E15L00001481,37,32,1,45,3,5.0
E15L00001476,21,19,1,45,3,5.0
E15L00001496,38,6,1,45,3,5.0
E15L00001479,30,27,1,45,3,5.0
E15L00001487,23,11,1,45,3,5.0
E15L00001494,30,26,1,45,3,5.0
E15L00001501,48,26,1,45,3,5.0
E15L00001481,20,31,1,45,3,5.0
E15L00001471,20,25,1,45,3,5.0
E15L00001471,39,26,1,45,3,5.0
E15L00001470,39,11,1,45,3,5.0
E15L00001494,24,3,1,45,3,5.0
E15L00001465,43,21,1,45,3,5.0
E15L00001473,11,8,1,45,3,5.0
E15L00001476,14,22,1,45,3,5.0
E15L00001474,46,11,1,45,3,5.0
E15L00001478,22,4,1,45,3,5.0
E15L00001480,33,7,1,45,3,5.0
E15L00001501,41,30,1,45,3,5.0
E15L00001483,6,4,1,45,3,5.0
E15L00001465,24,21,1,45,3,5.0
E15L00001468,11,7,1,45,3,5.0
E15L00001471,40,15,1,45,3,5.0
E15L00001509,22,25,1,45,3,5.0
E15L00001474,20,2,1,45,3,5.0
E15L00001469,43,25,1,45,3,5.0
E15L00001494,10,2,1,45,3,5.0
E15L00001481,37,22,1,45,3,5.0
E15L00001482,35,5,1,45,3,5.0
E15L00001493,14,25,1,45,3,5.0
E15L00001489,13,8,1,45,3,5.0
E15L00001490,9,23,1,45,3,5.0
E15L00001489,32,16,1,45,3,5.0
E15L00001476,32,17,1,45,3,5.0
E15L00001493,5,32,1,45,3,5.0
E15L00001505,36,14,1,45,3,5.0
E15L00001494,7,30,1,45,3,5.0
E15L00001465,35,20,1,45,3,5.0
E15L00001486,46,4,1,45,3,5.0
E15L00001478,34,1,1,45,3,5.0
E15L00001505,23,23,1,45,3,5.0
E15L00001485,6,32,1,45,3,5.0
E15L00001492,35,10,1,45,3,5.0
E15L00001505,7,17,1,45,3,5.0
E15L00001482,46,7,1,45,3,5.0
E15L00001474,46,1,1,45,3,5.0
E15L00001506,48,2,1,45,3,5.0
E15L00001466,9,25,1,45,3,5.0
E15L00001477,41,24,1,45,3,5.0
E15L00001465,5,14,1,45,3,5.0
E15L00001464,47,21,1,45,3,5.0
E15L00001504,38,27,1,45,3,5.0
E15L00001491,44,22,1,46,3,5.0
E15L00001496,48,30,1,46,3,5.0
E15L00001502,12,26,1,46,3,5.0
E15L00001488,47,18,1,46,3,5.0
E15L00001499,38,7,1,46,3,5.0
E15L00001499,41,16,1,46,3,5.0
E15L00001499,15,21,1,46,3,5.0
E15L00001483,47,22,1,46,3,5.0
E15L00001465,44,14,1,46,3,5.0
E15L00001495,41,8,1,46,3,5.0
E15L00001505,30,7,1,46,3,5.0
E15L00001488,29,20,1,46,3,5.0
E15L00001468,20,21,1,46,3,5.0
E15L00001464,29,9,1,46,3,5.0
E15L00001465,12,9,1,46,3,5.0
E15L00001466,23,25,1,46,3,5.0
E15L00001499,23,25,1,46,3,5.0
E15L00001480,17,15,1,46,3,5.0
E15L00001481,20,27,1,46,3,5.0
E15L00001501,6,25,1,46,3,5.0
E15L00001500,7,14,1,46,3,5.0
E15L00001469,19,18,1,46,3,5.0
E15L00001473,47,1,1,46,3,5.0
E15L00001489,42,26,1,46,3,5.0
E15L00001502,48,25,1,46,3,5.0
E15L00001500,36,13,1,46,3,5.0
E15L00001481,6,1,1,46,3,5.0
E15L00001475,31,29,1,46,3,5.0
E15L00001465,46,26,1,46,3,5.0
E15L00001508,30,18,1,46,3,5.0
E15L00001487,46,12,1,46,3,5.0
E15L00001469,31,2,1,46,3,5.0
E15L00001485,10,26,1,46,3,5.0
E15L00001495,46,32,1,46,3,5.0
E15L00001467,33,12,1,46,3,5.0
E15L00001494,46,17,1,46,3,5.0
E15L00001494,15,32,1,46,3,5.0
E15L00001474,19,31,1,46,3,5.0
E15L00001482,6,5,1,46,3,5.0
E15L00001507,35,23,1,46,3,5.0
E15L00001470,29,26,1,46,3,5.0
E15L00001496,9,21,1,46,3,5.0
E15L00001479,18,15,1,46,3,5.0
E15L00001483,24,29,1,46,3,5.0
E15L00001497,14,21,1,46,3,5.0
E15L00001500,23,14,1,46,3,5.0
E15L00001494,6,21,1,46,3,5.0
E15L00001465,18,23,1,46,3,5.0
E15L00001483,46,4,1,46,3,5.0
E15L00001483,16,30,1,46,3,5.0
E15L00001489,32,20,1,46,3,5.0
E15L00001480,33,31,1,46,3,5.0
E15L00001464,10,5,1,46,3,5.0
E15L00001503,35,22,1,46,3,5.0
E15L00001499,23,32,1,46,3,5.0
E15L00001482,30,28,1,46,3,5.0
E15L00001510,14,18,1,46,3,5.0
E15L00001495,7,2,1,46,3,5.0
E15L00001479,24,14,1,46,3,5.0
E15L00001508,40,20,1,46,3,5.0
E15L00001472,38,31,1,46,3,5.0
E15L00001491,32,10,1,46,3,5.0
E15L00001502,14,6,1,46,3,5.0
E15L00001476,19,13,1,46,3,5.0
E15L00001483,40,20,1,46,3,5.0
E15L00001482,15,18,1,46,3,5.0
E15L00001467,5,26,1,46,3,5.0
E15L00001483,15,12,1,46,3,5.0
E15L00001496,39,31,1,46,3,5.0
E15L00001469,46,6,1,46,3,5.0
E15L00001475,17,22,1,46,3,5.0
E15L00001469,23,21,1,46,3,5.0
E15L00001484,15,3,1,46,3,5.0
E15L00001473,19,28,1,46,3,5.0
E15L00001501,36,27,1,46,3,5.0
E15L00001488,6,9,1,46,3,5.0
E15L00001497,41,31,1,46,3,5.0
E15L00001464,13,10,1,46,3,5.0
E15L00001494,31,2,1,46,3,5.0
E15L00001505,16,3,1,46,3,5.0
E15L00001488,5,11,1,46,3,5.0
E15L00001488,8,11,1,46,3,5.0
E15L00001477,47,14,1,46,3,5.0
E15L00001476,41,13,1,46,3,5.0
E15L00001504,9,9,1,46,3,5.0
E15L00001474,44,9,1,46,3,5.0
E15L00001502,37,27,1,46,3,5.0
E15L00001508,11,24,1,46,3,5.0
E15L00001472,34,12,1,46,3,5.0
E15L00001506,16,29,1,46,3,5.0
E15L00001504,46,1,1,46,3,5.0
E15L00001504,41,10,1,46,3,5.0
E15L00001492,21,7,1,46,3,5.0
E15L00001484,32,24,1,46,3,5.0
E15L00001504,38,7,1,46,3,5.0
E15L00001505,9,23,1,46,3,5.0
E15L00001510,19,8,1,46,3,5.0
E15L00001493,23,29,1,46,3,5.0
E15L00001505,13,11,1,46,3,5.0
E15L00001465,15,1,1,46,3,5.0
E15L00001480,45,14,1,47,3,5.0
E15L00001499,19,28,1,47,3,5.0
E15L00001502,20,8,1,47,3,5.0
E15L00001489,37,14,1,47,3,5.0
E15L00001480,40,23,1,47,3,5.0
E15L00001509,8,14,1,47,3,5.0
E15L00001502,30,15,1,47,3,5.0
E15L00001485,44,1,1,47,3,5.0
E15L00001470,22,19,1,47,3,5.0
E15L00001499,20,2,1,47,3,5.0
E15L00001471,35,28,1,47,3,5.0
E15L00001472,29,6,1,47,3,5.0
E15L00001469,16,2,1,47,3,5.0
E15L00001466,15,9,1,47,3,5.0
E15L00001465,15,32,1,47,3,5.0
E15L00001469,43,20,1,47,3,5.0
E15L00001467,23,6,1,47,3,5.0
E15L00001510,34,25,1,47,3,5.0
E15L00001490,15,11,1,47,3,5.0
E15L00001467,16,26,1,47,3,5.0
E15L00001465,31,11,1,47,3,5.0
E15L00001488,5,32,1,47,3,5.0
E15L00001480,12,14,1,47,3,5.0
E15L00001496,29,2,1,47,3,5.0
E15L00001507,5,20,1,47,3,5.0
E15L00001501,46,16,1,47,3,5.0
E15L00001482,33,12,1,47,3,5.0
E15L00001476,17,26,1,47,3,5.0
E15L00001468,10,22,1,47,3,5.0
E15L00001504,47,17,1,47,3,5.0
E15L00001489,33,7,1,47,3,5.0
E15L00001470,22,32,1,47,3,5.0
E15L00001485,11,16,1,47,3,5.0
E15L00001492,19,24,1,47,3,5.0
E15L00001508,9,27,1,47,3,5.0
E15L00001503,20,10,1,47,3,5.0
E15L00001508,5,11,1,47,3,5.0
E15L00001474,39,15,1,47,3,5.0
E15L00001486,31,9,1,47,3,5.0
E15L00001468,45,23,1,47,3,5.0
E15L00001474,40,30,1,47,3,5.0
E15L00001500,19,27,1,47,3,5.0
E15L00001479,40,21,1,47,3,5.0
E15L00001484,13,4,1,47,3,5.0
E15L00001497,43,9,1,47,3,5.0
E15L00001482,39,27,1,47,3,5.0
E15L00001471,9,7,1,47,3,5.0
E15L00001475,12,20,1,47,3,5.0
E15L00001499,22,15,1,47,3,5.0
E15L00001467,42,2,1,47,3,5.0
E15L00001464,15,8,1,47,3,5.0
E15L00001486,11,30,1,47,3,5.0
E15L00001479,31,13,1,47,3,5.0
E15L00001469,30,28,1,47,3,5.0
E15L00001472,20,16,1,47,3,5.0
E15L00001485,47,26,1,47,3,5.0
E15L00001489,35,27,1,47,3,5.0
E15L00001468,13,14,1,47,3,5.0
E15L00001480,21,11,1,47,3,5.0
E15L00001465,14,26,1,47,3,5.0
E15L00001482,29,23,1,47,3,5.0
E15L00001471,35,29,1,47,3,5.0
E15L00001507,22,31,1,47,3,5.0
E15L00001482,36,9,1,47,3,5.0
E15L00001487,39,9,1,47,3,5.0
E15L00001486,19,20,1,47,3,5.0
E15L00001472,31,27,1,47,3,5.0
E15L00001486,17,10,1,47,3,5.0
E15L00001498,35,31,1,47,3,5.0
E15L00001475,34,19,1,47,3,5.0
E15L00001483,7,2,1,47,3,5.0
E15L00001471,41,12,1,47,3,5.0
E15L00001496,23,19,1,47,3,5.0
E15L00001475,24,32,1,47,3,5.0
E15L00001506,15,18,1,47,3,5.0
E15L00001499,23,1,1,47,3,5.0
E15L00001501,39,20,1,47,3,5.0
E15L00001475,18,24,1,47,3,5.0
E15L00001504,43,16,1,47,3,5.0
E15L00001477,46,21,1,47,3,5.0
E15L00001501,21,13,1,47,3,5.0
E15L00001495,30,5,1,47,3,5.0
E15L00001506,31,27,1,47,3,5.0
E15L00001488,7,24,1,47,3,5.0
E15L00001491,15,4,1,47,3,5.0
E15L00001480,15,5,1,47,3,5.0
E15L00001507,40,28,1,47,3,5.0
E15L00001501,14,15,1,47,3,5.0
E15L00001486,44,5,1,47,3,5.0
E15L00001508,15,6,1,47,3,5.0
E15L00001507,12,26,1,47,3,5.0
E15L00001483,5,8,1,47,3,5.0
E15L00001501,46,24,1,47,3,5.0
E15L00001493,19,25,1,47,3,5.0
E15L00001493,11,30,1,47,3,5.0
E15L00001502,16,14,1,47,3,5.0
E15L00001506,42,24,1,47,3,5.0
E15L00001467,36,20,1,47,3,5.0
E15L00001475,7,31,1,47,3,5.0
E15L00001465,36,3,1,47,3,5.0
E15L00001481,31,14,1,48,3,5.0
E15L00001502,39,29,1,48,3,5.0
E15L00001507,16,17,1,48,3,5.0
E15L00001496,47,32,1,48,3,5.0
E15L00001487,36,27,1,48,3,5.0
E15L00001497,45,10,1,48,3,5.0
E15L00001503,11,13,1,48,3,5.0
E15L00001486,15,10,1,48,3,5.0
E15L00001464,7,23,1,48,3,5.0
E15L00001510,11,20,1,48,3,5.0
E15L00001475,40,32,1,48,3,5.0
E15L00001501,39,6,1,48,3,5.0
E15L00001473,20,8,1,48,3,5.0
E15L00001499,11,28,1,48,3,5.0
E15L00001467,43,10,1,48,3,5.0
E15L00001478,22,30,1,48,3,5.0
E15L00001469,37,9,1,48,3,5.0
E15L00001498,11,17,1,48,3,5.0
E15L00001494,43,3,1,48,3,5.0
E15L00001491,24,12,1,48,3,5.0
E15L00001490,6,22,1,48,3,5.0
E15L00001495,13,17,1,48,3,5.0
E15L00001480,14,1,1,48,3,5.0
E15L00001498,17,29,1,48,3,5.0
E15L00001507,18,29,1,48,3,5.0
E15L00001481,32,32,1,48,3,5.0
E15L00001487,37,13,1,48,3,5.0
E15L00001476,34,23,1,48,3,5.0
E15L00001486,47,25,1,48,3,5.0
E15L00001475,20,15,1,48,3,5.0
E15L00001495,18,11,1,48,3,5.0
E15L00001471,38,27,1,48,3,5.0
E15L00001486,9,14,1,48,3,5.0
E15L00001493,36,20,1,48,3,5.0
E15L00001466,41,22,1,48,3,5.0
E15L00001471,45,19,1,48,3,5.0
E15L00001480,5,23,1,48,3,5.0
E15L00001470,44,24,1,48,3,5.0
E15L00001494,30,6,1,48,3,5.0
E15L00001472,10,11,1,48,3,5.0
E15L00001466,17,26,1,48,3,5.0
E15L00001502,40,22,1,48,3,5.0
E15L00001487,48,10,1,48,3,5.0
E15L00001486,8,10,1,48,3,5.0
E15L00001501,10,13,1,48,3,5.0
E15L00001485,47,3,1,48,3,5.0
E15L00001475,7,8,1,48,3,5.0
E15L00001491,7,19,1,48,3,5.0
E15L00001503,16,15,1,48,3,5.0
E15L00001476,31,5,1,48,3,5.0
E15L00001496,18,30,1,48,3,5.0
E15L00001489,6,20,1,48,3,5.0
E15L00001468,9,26,1,48,3,5.0
E15L00001476,24,22,1,48,3,5.0
E15L00001486,19,10,1,48,3,5.0
E15L00001491,11,17,1,48,3,5.0
E15L00001503,15,30,1,48,3,5.0
E15L00001474,33,6,1,48,3,5.0
E15L00001482,31,31,1,48,3,5.0
E15L00001476,8,9,1,48,3,5.0
E15L00001482,46,11,1,48,3,5.0
E15L00001471,31,27,1,48,3,5.0
E15L00001509,31,10,1,48,3,5.0
E15L00001489,14,4,1,48,3,5.0
E15L00001483,11,20,1,48,3,5.0
E15L00001500,45,10,1,48,3,5.0
E15L00001487,34,2,1,48,3,5.0
E15L00001505,34,7,1,48,3,5.0
E15L00001466,16,23,1,48,3,5.0
E15L00001476,39,22,1,48,3,5.0
E15L00001464,33,20,1,48,3,5.0
E15L00001477,11,9,1,48,3,5.0
E15L00001495,5,13,1,48,3,5.0
E15L00001496,15,28,1,48,3,5.0
E15L00001467,13,14,1,48,3,5.0
E15L00001477,6,6,1,48,3,5.0
E15L00001500,32,16,1,48,3,5.0
E15L00001488,45,10,1,48,3,5.0
E15L00001485,40,9,1,48,3,5.0
E15L00001495,17,22,1,48,3,5.0
E15L00001474,34,20,1,48,3,5.0
E15L00001492,14,10,1,48,3,5.0
E15L00001510,38,16,1,48,3,5.0
E15L00001507,23,7,1,48,3,5.0
E15L00001503,29,32,1,48,3,5.0
E15L00001490,31,1,1,48,3,5.0
E15L00001499,33,31,1,48,3,5.0
E15L00001492,5,21,1,48,3,5.0
E15L00001482,33,13,1,48,3,5.0
E15L00001481,17,9,1,48,3,5.0
E15L00001500,46,23,1,48,3,5.0
E15L00001469,20,18,1,48,3,5.0
E15L00001503,22,3,1,48,3,5.0
E15L00001491,48,8,1,48,3,5.0
E15L00001504,31,9,1,48,3,5.0
E15L00001466,17,20,1,48,3,5.0
E15L00001501,33,3,1,48,3,5.0
E15L00001480,21,28,1,48,3,5.0
E15L00001489,33,26,1,48,3,5.0
E15L00001491,12,16,1,48,3,5.0
E15L00001493,24,5,1,1,4,5.0
E15L00001503,31,1,1,1,4,5.0
E15L00001509,37,10,1,1,4,5.0
E15L00001478,18,30,1,1,4,5.0
E15L00001492,15,12,1,1,4,5.0
E15L00001507,18,23,1,1,4,5.0
E15L00001504,23,10,1,1,4,5.0
E15L00001493,6,22,1,1,4,5.0
E15L00001466,6,9,1,1,4,5.0
E15L00001510,34,18,1,1,4,5.0
E15L00001479,33,22,1,1,4,5.0
E15L00001473,11,26,1,1,4,5.0
E15L00001475,11,27,1,1,4,5.0
E15L00001496,30,16,1,1,4,5.0
E15L00001468,41,12,1,1,4,5.0
E15L00001480,22,17,1,1,4,5.0
E15L00001477,31,15,1,1,4,5.0
E15L00001464,40,21,1,1,4,5.0
E15L00001510,43,5,1,1,4,5.0
E15L00001471,32,7,1,1,4,5.0
E15L00001499,14,9,1,1,4,5.0
E15L00001496,30,14,1,1,4,5.0
E15L00001480,36,18,1,1,4,5.0
E15L00001505,36,31,1,1,4,5.0
E15L00001474,6,15,1,1,4,5.0
E15L00001475,46,9,1,1,4,5.0
E15L00001488,12,8,1,1,4,5.0
E15L00001477,20,24,1,1,4,5.0
E15L00001471,8,17,1,1,4,5.0
E15L00001477,18,20,1,1,4,5.0
E15L00001495,36,14,1,1,4,5.0
E15L00001471,45,6,1,1,4,5.0
E15L00001505,6,29,1,1,4,5.0
E15L00001486,14,13,1,1,4,5.0
E15L00001471,41,17,1,1,4,5.0
E15L00001472,30,25,1,1,4,5.0
E15L00001480,32,5,1,1,4,5.0
E15L00001476,38,25,1,1,4,5.0
E15L00001493,17,1,1,1,4,5.0
E15L00001500,34,30,1,1,4,5.0
E15L00001472,21,12,1,1,4,5.0
E15L00001501,12,24,1,1,4,5.0
E15L00001490,17,21,1,1,4,5.0
E15L00001474,36,10,1,1,4,5.0
E15L00001467,6,24,1,1,4,5.0
E15L00001495,45,10,1,1,4,5.0
E15L00001488,32,13,1,1,4,5.0
E15L00001465,41,31,1,1,4,5.0
E15L00001505,33,3,1,1,4,5.0
E15L00001489,39,19,1,1,4,5.0
E15L00001480,23,7,1,1,4,5.0
E15L00001494,12,2,1,1,4,5.0
E15L00001464,37,11,1,1,4,5.0
E15L00001489,30,13,1,1,4,5.0
E15L00001486,22,23,1,1,4,5.0
E15L00001493,48,1,1,1,4,5.0
E15L00001467,13,18,1,1,4,5.0
E15L00001475,19,5,1,1,4,5.0
E15L00001484,6,16,1,1,4,5.0
E15L00001477,16,18,1,1,4,5.0
E15L00001466,32,21,1,1,4,5.0
E15L00001500,46,10,1,1,4,5.0
E15L00001492,6,30,1,1,4,5.0
E15L00001496,11,23,1,1,4,5.0
E15L00001486,22,3,1,1,4,5.0
E15L00001496,42,13,1,1,4,5.0
E15L00001510,40,11,1,1,4,5.0
E15L00001509,15,18,1,1,4,5.0
E15L00001471,37,30,1,1,4,5.0
E15L00001500,22,11,1,1,4,5.0
E15L00001472,8,15,1,1,4,5.0
E15L00001480,21,20,1,1,4,5.0
E15L00001508,42,9,1,1,4,5.0
E15L00001470,30,31,1,1,4,5.0
E15L00001481,34,5,1,1,4,5.0
E15L00001471,10,28,1,1,4,5.0
E15L00001494,48,19,1,1,4,5.0
E15L00001470,14,24,1,1,4,5.0
E15L00001488,30,13,1,1,4,5.0
E15L00001476,5,19,1,1,4,5.0
E15L00001487,18,16,1,1,4,5.0
E15L00001509,35,31,1,1,4,5.0
E15L00001500,31,6,1,1,4,5.0
E15L00001486,19,1,1,1,4,5.0
E15L00001465,9,8,1,1,4,5.0
E15L00001482,45,2,1,1,4,5.0
E15L00001506,36,18,1,1,4,5.0
E15L00001471,34,19,1,1,4,5.0
E15L00001480,13,19,1,1,4,5.0
E15L00001499,44,13,1,1,4,5.0
E15L00001493,35,25,1,1,4,5.0
E15L00001493,18,13,1,1,4,5.0
E15L00001506,47,11,1,1,4,5.0
E15L00001466,42,22,1,1,4,5.0
E15L00001481,42,8,1,1,4,5.0
E15L00001465,15,21,1,1,4,5.0
E15L00001466,12,2,1,1,4,5.0
E15L00001492,39,23,1,1,4,5.0
E15L00001505,21,3,1,1,4,5.0
E15L00001492,41,14,1,1,4,5.0
E15L00001493,43,32,1,2,4,5.0
E15L00001503,31,21,1,2,4,5.0
E15L00001510,24,25,1,2,4,5.0
E15L00001480,7,3,1,2,4,5.0
E15L00001501,34,9,1,2,4,5.0
E15L00001488,44,19,1,2,4,5.0
E15L00001508,9,3,1,2,4,5.0
E15L00001482,17,28,1,2,4,5.0
E15L00001466,48,5,1,2,4,5.0
E15L00001509,12,24,1,2,4,5.0
E15L00001482,33,27,1,2,4,5.0
E15L00001488,16,28,1,2,4,5.0
E15L00001487,19,17,1,2,4,5.0
E15L00001510,41,26,1,2,4,5.0
E15L00001468,43,6,1,2,4,5.0
